player_id,player,team_id,team,position,pred_goals_per_game,pred_xg_per_game,pred_shots_per_game,pred_passes_per_game,pred_pass_completion_pct,pred_pressures_per_game,pred_crosses_per_game,pred_dribbles_per_game,pred_interceptions_per_game,games_in_sample,competitions_used,data_quality
6773.0,Federico Santiago Valverde Dipetta,783,Uruguay,Left Back,0.0,0.04,1.0,37.0,91.9,2.0,0.0,0.0,0.0,7,Copa2024,good
8784.0,Romano Schmid,915,Austria,Left Midfield,0.0,0.0,0.0,7.0,85.7,5.0,1.0,0.0,0.0,4,EURO2024,limited
21582.0,Tijjani Reijnders,941,Netherlands,Right Center Midfield,0.0,0.09,1.0,7.5,92.9,2.0,0.0,0.0,0.0,7,EURO2024,good
36659.0,Manuel Ugarte Ribeiro,783,Uruguay,Center Defensive Midfield,0.0,0.01,0.3,20.3,91.5,14.0,0.3,0.3,0.0,7,Copa2024,good
39545.0,Alexander Prass,915,Austria,Left Back,0.0,0.0,0.0,23.0,79.5,7.0,1.5,0.8,0.5,4,EURO2024,limited
44305.0,César Rodolfo Blackman Camarena,798,Panama,Right Wing Back,0.0,0.0,0.0,11.0,63.6,3.0,2.0,0.0,0.0,5,Copa2024,good
65726.0,Themba Zwane,4976,South Africa,Center Attacking Midfield,0.5,0.14,0.8,35.3,85.2,15.8,0.3,2.3,0.5,7,AFCON2023,good
118368.0,Amir Richardson,788,Morocco,Left Center Midfield,0.0,0.08,1.0,8.0,75.0,3.0,0.0,0.0,1.0,1,AFCON2023,poor
202037.0,Thapelo Maseko,4976,South Africa,Left Wing,0.33,0.06,0.3,9.0,61.6,3.7,0.3,1.7,0.0,5,AFCON2023,good
4416.0,Max-Alain Gradel,3374,Côte d'Ivoire,Left Midfield,0.0,0.0,0.0,21.5,73.1,10.0,2.0,1.0,0.0,6,AFCON2023,good
4939.0,Joris Kayembe Ditu,4881,Congo DR,Left Midfield,0.0,0.0,0.0,5.0,100.0,3.0,0.0,0.0,0.0,2,AFCON2023,poor
23785.0,Théo Bongonda Mbul''Ofeko Batombo,4881,Congo DR,Right Midfield,0.0,0.0,0.0,5.0,80.0,3.0,0.0,1.0,0.0,2,AFCON2023,poor
24977.0,Christoph Baumgartner,915,Austria,Left Wing,0.0,0.2,1.0,7.0,85.7,5.0,1.0,2.0,0.0,7,EURO2024,good
28657.0,Adrián Andrés Cubas,3567,Paraguay,Right Defensive Midfield,0.0,0.0,0.0,32.0,66.6,11.0,0.0,0.0,0.5,3,Copa2024,limited
35592.0,Anis Ben Slimane,777,Tunisia,Left Center Forward,0.0,0.01,1.0,27.0,77.8,16.0,1.0,4.0,1.0,4,AFCON2023,limited
36629.0,Yahia Fofana,3374,Côte d'Ivoire,Goalkeeper,0.0,0.0,0.0,23.7,75.7,0.0,0.0,0.0,0.0,7,AFCON2023,good
36794.0,Dayne Tristan St. Clair,1833,Canada,Goalkeeper,0.0,0.0,0.0,25.0,64.0,0.0,0.0,0.0,0.0,1,Copa2024,poor
133003.0,Mihlali Samson Mayambela,4976,South Africa,Left Midfield,0.33,0.32,1.3,14.3,96.0,3.3,0.7,1.7,0.7,7,AFCON2023,good
3089.0,Kevin De Bruyne,782,Belgium,Left Center Forward,0.0,0.08,1.0,7.0,100.0,2.0,0.0,0.0,0.0,7,EURO2024,good
4416.0,Max-Alain Gradel,3374,Côte d'Ivoire,Right Wing,0.0,0.18,2.0,28.5,68.7,8.0,4.5,1.5,0.5,6,AFCON2023,good
4760.0,Ollie Watkins,768,England,Center Forward,0.33,0.07,1.0,1.7,66.7,4.3,0.0,0.3,0.3,4,EURO2024,limited
12365.0,Alphonso Davies,1833,Canada,Left Wing,0.0,0.0,0.0,10.0,60.0,4.0,2.0,1.0,0.0,7,Copa2024,good
16308.0,Leandro Daniel Paredes,779,Argentina,Center Defensive Midfield,0.0,0.27,0.7,26.7,81.8,3.0,0.0,0.0,0.0,5,Copa2024,good
35242.0,Maximilian Beier,770,Germany,Center Attacking Midfield,0.0,0.0,0.0,3.0,33.3,1.0,1.0,0.0,0.0,2,EURO2024,poor
152512.0,Leopold Querfeld,915,Austria,Right Center Back,0.0,0.0,0.0,10.0,80.0,5.0,0.0,0.0,0.0,1,EURO2024,poor
6301.0,Youssef En-Nesyri,788,Morocco,Center Forward,0.33,0.46,2.3,6.0,80.6,16.7,0.0,0.3,0.0,4,AFCON2023,limited
7023.0,Franck Yannick Kessié,3374,Côte d'Ivoire,Left Center Midfield,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7,AFCON2023,good
67742.0,Emam Ashour Metwally Abdelghany,774,Egypt,Left Center Midfield,0.0,0.09,2.5,30.0,83.5,14.0,0.5,0.5,2.0,7,AFCON2023,good
3026.0,Adrien Rabiot,771,France,Left Defensive Midfield,0.0,0.0,0.0,39.0,87.2,13.0,1.0,1.0,1.0,5,EURO2024,good
8211.0,Benjamin Henrichs,770,Germany,Left Wing Back,0.0,0.02,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2,EURO2024,poor
105936.0,Gilson Benchimol Tavares,4924,Cape Verde Islands,Left Wing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,AFCON2023,good
132461.0,Mohamed Elias Achouri,777,Tunisia,Left Midfield,0.0,0.0,0.0,17.0,58.8,17.0,4.0,2.0,0.0,4,AFCON2023,limited
271988.0,Endrick Felipe Moreira de Sousa,781,Brazil,Right Center Forward,0.0,0.0,0.0,0.5,50.0,1.5,0.0,0.5,0.0,5,Copa2024,good
3191.0,Ramy Bensebaini,4898,Algeria,Left Center Back,0.0,0.0,0.0,72.0,87.5,7.0,0.0,0.0,2.0,2,AFCON2023,poor
10448.0,Adam Ounas,4898,Algeria,Right Midfield,0.0,0.0,0.0,6.0,66.7,0.0,1.0,1.0,0.0,5,AFCON2023,good
19597.0,Marcos Javier Acuña,779,Argentina,Right Back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Copa2024,limited
27225.0,Camilo Andrés Vargas Gil,769,Colombia,Goalkeeper,0.0,0.0,0.0,35.7,66.9,0.2,0.0,0.0,0.0,6,Copa2024,good
65726.0,Themba Zwane,4976,South Africa,Left Center Forward,0.0,0.0,0.0,39.0,89.7,8.0,0.0,3.0,1.0,7,AFCON2023,good
223971.0,José Ángel Córdoba Chambers,798,Panama,Left Center Back,0.0,0.0,0.0,18.5,87.8,1.5,0.0,1.0,0.5,6,Copa2024,good
5637.0,Edgar Yoel Bárcenas Herrera,798,Panama,Right Center Forward,0.0,0.03,1.0,2.0,100.0,1.0,0.0,0.0,2.0,7,Copa2024,good
6983.0,Remo Freuler,773,Switzerland,Right Defensive Midfield,0.2,0.04,0.6,46.8,87.8,21.6,0.4,0.2,1.0,5,EURO2024,good
6989.0,Timothy Castagne,782,Belgium,Right Back,0.0,0.0,0.0,51.3,84.4,7.5,1.0,0.8,0.3,6,EURO2024,good
22352.0,Lutsharel Geertruida,941,Netherlands,Right Back,0.0,0.0,0.0,42.0,94.6,5.5,0.0,0.5,0.0,2,EURO2024,poor
24024.0,Tajon Buchanan,1833,Canada,Right Wing,0.0,0.2,1.0,6.0,33.3,0.0,1.0,2.0,0.0,3,Copa2024,limited
49689.0,Muhammed Kerem Aktürkoğlu,909,Turkey,Left Wing,0.25,0.27,1.0,6.5,53.7,4.0,0.5,1.8,0.3,6,EURO2024,good
50503.0,Sayfallah Ltaief,777,Tunisia,Left Wing,0.0,0.0,0.0,5.5,63.4,2.0,0.0,0.5,0.0,4,AFCON2023,limited
3167.0,Antonio Rüdiger,770,Germany,Right Center Back,0.0,0.03,0.8,81.8,90.9,6.4,0.8,0.0,0.8,5,EURO2024,good
21173.0,Laros Duarte,4924,Cape Verde Islands,Center Attacking Midfield,0.0,0.78,1.0,8.0,62.5,8.0,0.0,0.0,1.0,2,AFCON2023,poor
29989.0,Yusuf Yazıcı,909,Turkey,Center Attacking Midfield,0.0,0.03,2.0,10.0,90.0,2.0,0.0,1.0,0.0,3,EURO2024,limited
35684.0,Meschak Elia,4881,Congo DR,Left Midfield,0.0,0.03,1.0,3.0,66.7,0.0,0.0,0.0,0.0,7,AFCON2023,good
48335.0,Mohamed Zeki Amdouni,773,Switzerland,Left Wing,0.0,0.11,1.0,1.0,0.0,4.0,0.0,0.0,0.0,5,EURO2024,good
170230.0,Alex Adrián Arce Barrios,3567,Paraguay,Center Forward,0.0,0.22,2.5,17.5,58.4,18.5,0.5,0.5,0.0,2,Copa2024,poor
5695.0,James David Rodríguez Rubio,769,Colombia,Left Defensive Midfield,0.0,0.0,0.0,4.0,50.0,3.0,0.0,0.0,0.0,7,Copa2024,good
12352.0,Matthew Charles Turner,1839,United States,Goalkeeper,0.0,0.0,0.0,29.3,53.9,0.0,0.0,0.0,0.0,3,Copa2024,limited
19597.0,Marcos Javier Acuña,779,Argentina,Left Back,0.0,0.01,0.5,30.0,41.4,3.0,0.5,1.0,0.0,4,Copa2024,limited
28227.0,Pavel Šulc,912,Czech Republic,Left Center Midfield,0.0,0.06,1.0,12.0,75.0,13.0,0.0,0.0,0.0,2,EURO2024,poor
65727.0,Thapelo James Morena,4976,South Africa,Right Wing,0.0,0.09,1.0,14.0,56.7,8.8,0.8,1.0,0.5,7,AFCON2023,good
133168.0,Bertuğ Özgür Yıldırım,909,Turkey,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,EURO2024,poor
3009.0,Kylian Mbappé Lottin,771,France,Center Forward,0.5,0.5,2.5,19.5,70.7,3.5,0.5,4.5,0.0,7,EURO2024,good
